time,temperature_2m (°C),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),global_tilted_irradiance (W/m²),relative_humidity_2m (%),cloud_cover (%),wind_speed_10m (km/h)
1/18/2020,16.7,0,0,0,0,0,91,1,6.3
1/18/2020 0:59,15.7,0,0,0,0,0,93,1,7.4
1/18/2020 2:00,15,0,0,0,0,0,94,1,7.7
1/18/2020 3:00,15.1,0,0,0,0,0,94,1,5.3
1/18/2020 3:59,14.5,0,0,0,0,0,95,1,5.2
1/18/2020 5:00,15.8,0,0,0,0,0,92,1,3.3
1/18/2020 6:00,14,0,0,0,0,0,97,1,6.2
1/18/2020 6:59,14.3,1,0,1,0,0,97,1,6.2
1/18/2020 8:00,16.9,71,28,43,186.7,101.9,91,0,6.4
1/18/2020 9:00,20.1,230,143,87,412.5,307,80,0,4.7
1/18/2020 9:59,22.7,394,280,114,548.8,505.9,68,0,4
1/18/2020 11:00,24.6,522,387,135,615.1,654.9,61,0,2
1/18/2020 12:00,25.8,596,453,143,651.3,741.4,56,0,1.1
1/18/2020 12:59,26.5,607,464,143,658.5,754.6,53,0,2.5
1/18/2020 14:00,26.9,553,417,136,635.6,692.2,52,0,3.4
1/18/2020 15:00,26.9,438,317,121,573.3,557.3,51,1,3.7
1/18/2020 15:59,26.5,274,175,99,435,357.3,53,1,3.7
1/18/2020 17:00,24.1,114,55,59,256.4,158,73,0,5.7
1/18/2020 18:00,21,10,2,8,25.7,14,78,1,8.6
1/18/2020 18:59,20.1,0,0,0,0,0,82,1,8.1
1/18/2020 20:00,21.3,0,0,0,0,0,76,3,5.2
1/18/2020 21:00,21.5,0,0,0,0,0,74,6,3.1
1/18/2020 21:59,21.3,0,0,0,0,0,74,8,2.3
1/18/2020 23:00,20.1,0,0,0,0,0,80,4,4.5
1/19/2020,18.4,0,0,0,0,0,87,3,5.4
1/19/2020 0:59,18.8,0,0,0,0,0,85,5,3.6
1/19/2020 2:00,18.4,0,0,0,0,0,86,4,3.7
1/19/2020 3:00,16.8,0,0,0,0,0,93,5,6.8
1/19/2020 3:59,15.6,0,0,0,0,0,96,6,6.8
1/19/2020 5:00,15.1,0,0,0,0,0,97,6,7.6
1/19/2020 6:00,15.7,0,0,0,0,0,97,10,5.2
1/19/2020 6:59,15.6,1,0,1,0,0,97,3,5.2
1/19/2020 8:00,17.7,69,27,42,179.5,98.4,91,6,6.2
1/19/2020 9:00,20.8,215,125,90,359.5,281.1,81,12,4
1/19/2020 9:59,23.3,347,230,117,449.5,437.2,71,20,3
1/19/2020 11:00,24.8,439,299,140,473.8,539.5,63,24,1.3
1/19/2020 12:00,25.8,475,326,149,467.2,577.1,58,30,1.8
1/19/2020 12:59,26.2,476,316,160,446.8,573.4,56,40,5.4
1/19/2020 14:00,25.9,451,282,169,428,541.5,58,34,8
1/19/2020 15:00,25.6,360,222,138,399.4,440.7,59,27,7.9
1/19/2020 15:59,24.8,227,123,104,303.5,283.5,64,43,8.6
1/19/2020 17:00,23.4,92,35,57,161,118.7,72,81,8.8
1/19/2020 18:00,21.2,5,0,5,0,4.8,77,67,13.4
1/19/2020 18:59,20.4,0,0,0,0,0,78,97,12.6
1/19/2020 20:00,19.6,0,0,0,0,0,82,25,10.4
1/19/2020 21:00,18.7,0,0,0,0,0,86,26,8.4
1/19/2020 21:59,18.2,0,0,0,0,0,90,21,9
1/19/2020 23:00,17.7,0,0,0,0,0,94,23,7.9
1/20/2020,17.4,0,0,0,0,0,96,24,7.3
1/20/2020 0:59,17.2,0,0,0,0,0,97,24,8.2
1/20/2020 2:00,17.1,0,0,0,0,0,96,24,8.5
1/20/2020 3:00,16.8,0,0,0,0,0,96,31,7.7
1/20/2020 3:59,16.7,0,0,0,0,0,95,63,6.6
1/20/2020 5:00,16.8,0,0,0,0,0,93,53,7.7
1/20/2020 6:00,16.5,0,0,0,0,0,95,12,10
1/20/2020 6:59,16.1,1,0,1,0,1,96,8,8.7
1/20/2020 8:00,16.6,65,22,43,145.6,88.3,93,10,8.7
1/20/2020 9:00,17.8,210,112,98,321,268,82,9,8.7
1/20/2020 9:59,19.3,364,232,132,452,453.6,69,3,8.9
1/20/2020 11:00,20.7,509,362,147,571.8,630.3,60,0,9.1
1/20/2020 12:00,21.8,593,437,156,624.1,730.1,55,3,9.1
1/20/2020 12:59,22.4,600,438,162,616.9,735.8,52,6,8.6
1/20/2020 14:00,22.6,546,392,154,592.3,673.3,49,1,9.4
1/20/2020 15:00,22.5,446,315,131,563.6,561.5,49,0,9.4
1/20/2020 15:59,22,295,194,101,475.1,385.1,49,0,9.1
1/20/2020 17:00,20,125,64,61,290.4,174.3,59,0,6.2
1/20/2020 18:00,16.5,12,3,9,37.2,17.7,71,0,8.6
1/20/2020 18:59,15.8,0,0,0,0,0,72,0,7.9
1/20/2020 20:00,15,0,0,0,0,0,77,37,6.9
1/20/2020 21:00,14.4,0,0,0,0,0,81,0,6.3
1/20/2020 21:59,13.6,0,0,0,0,0,85,0,6.5
1/20/2020 23:00,13.3,0,0,0,0,0,87,0,6.6
1/21/2020,12.6,0,0,0,0,0,90,0,7.3
1/21/2020 0:59,12.6,0,0,0,0,0,89,0,6.6
1/21/2020 2:00,12.1,0,0,0,0,0,91,0,8.1
1/21/2020 3:00,11.8,0,0,0,0,0,90,0,9.4
1/21/2020 3:59,11.8,0,0,0,0,0,89,0,8.3
1/21/2020 5:00,12.1,0,0,0,0,0,88,1,6.4
1/21/2020 6:00,10.8,0,0,0,0,0,94,0,7.7
1/21/2020 6:59,10.5,1,0,1,0,1,95,6,7.6
1/21/2020 8:00,13.5,72,29,43,190.8,102.8,87,0,5.8
1/21/2020 9:00,16.2,231,137,94,391.3,302,77,7,3.4
1/21/2020 9:59,18.6,401,278,123,539.9,508.5,67,18,3.4
1/21/2020 11:00,19.9,535,395,140,621.9,666.8,59,13,4.8
1/21/2020 12:00,21,612,461,151,656.1,755.6,55,54,5.9
1/21/2020 12:59,21.6,589,396,193,555.6,709,54,95,6.4
1/21/2020 14:00,22,536,352,184,529.5,647.5,53,90,6.9
1/21/2020 15:00,22.1,433,277,156,492.9,531.9,52,62,6.7
1/21/2020 15:59,21.7,282,166,116,403.5,356.9,54,56,6.9
1/21/2020 17:00,19.7,118,47,71,210.5,152.6,71,75,5
1/21/2020 18:00,17.4,12,2,10,24.3,15.6,73,93,6.4
1/21/2020 18:59,15.8,0,0,0,0,0,80,91,8
1/21/2020 20:00,15.3,0,0,0,0,0,82,53,7.2
1/21/2020 21:00,14.3,0,0,0,0,0,87,0,6.9
1/21/2020 21:59,13.5,0,0,0,0,0,89,0,6.3
1/21/2020 23:00,13.2,0,0,0,0,0,90,0,6
1/22/2020,12.8,0,0,0,0,0,90,0,6.4
1/22/2020 0:59,12.5,0,0,0,0,0,91,0,6.3
1/22/2020 2:00,12.3,0,0,0,0,0,91,0,6.6
1/22/2020 3:00,11.6,0,0,0,0,0,92,0,6.7
1/22/2020 3:59,11.1,0,0,0,0,0,93,0,7.4
1/22/2020 5:00,10.5,0,0,0,0,0,94,0,8.4
1/22/2020 6:00,10.1,0,0,0,0,0,95,0,8.5
1/22/2020 6:59,10.2,2,0,2,0,1.9,94,0,7.8
1/22/2020 8:00,13.4,75,32,43,209.3,108.6,85,0,6.6
1/22/2020 9:00,16.8,240,150,90,426.8,317.2,73,0,4.7
1/22/2020 9:59,19.3,412,296,116,572.9,525.7,59,0,5.1
1/22/2020 11:00,20.9,544,409,135,641.7,679.4,51,0,6.4
1/22/2020 12:00,22,622,477,145,676.4,769.5,48,0,8.4
1/22/2020 12:59,22.7,632,486,146,679.2,780.8,47,0,10.2
1/22/2020 14:00,22.9,574,434,140,649.9,713,47,0,10.5
1/22/2020 15:00,22.8,457,330,127,583.9,575.4,49,0,9.5
1/22/2020 15:59,22.3,297,194,103,468,384.4,52,0,8
1/22/2020 17:00,20.1,125,62,63,273.9,170.6,71,0,5.8
1/22/2020 18:00,19.2,13,3,10,35.9,18.4,67,0,5.9
1/22/2020 18:59,17.9,0,0,0,0,0,71,0,6.6
1/22/2020 20:00,16.4,0,0,0,0,0,78,0,6.6
1/22/2020 21:00,14.8,0,0,0,0,0,87,0,6.1
1/22/2020 21:59,14.1,0,0,0,0,0,90,0,5.9
1/22/2020 23:00,13.6,0,0,0,0,0,92,0,5.2
1/23/2020,13.3,0,0,0,0,0,92,0,6.7
1/23/2020 0:59,13,0,0,0,0,0,91,0,5.9
1/23/2020 2:00,12.7,0,0,0,0,0,91,0,5.5
1/23/2020 3:00,12.4,0,0,0,0,0,91,0,5.5
1/23/2020 3:59,12,0,0,0,0,0,93,11,6.2
1/23/2020 5:00,11.9,0,0,0,0,0,93,23,6.5
1/23/2020 6:00,12.6,0,0,0,0,0,89,100,4.5
1/23/2020 6:59,13.8,1,0,1,0,1,82,100,5.8
1/23/2020 8:00,15,24,0,24,0,23.2,77,100,4.8
1/23/2020 9:00,16,65,0,65,0,62.8,74,100,2.6
1/23/2020 9:59,17.6,144,3,141,5.8,140.3,70,32,3.1
1/23/2020 11:00,19.7,331,127,204,198.6,367,65,100,3.9
1/23/2020 12:00,20.4,330,97,233,137.1,352.7,64,53,5.7
1/23/2020 12:59,21.2,467,257,210,357.7,540.3,63,39,6.9
1/23/2020 14:00,21.7,434,248,186,369.7,508.9,62,52,7.9
1/23/2020 15:00,22,350,184,166,323.8,411.9,59,57,9
1/23/2020 15:59,21.5,275,158,117,378.3,343.9,63,6,9.4
1/23/2020 17:00,20,129,62,67,270.3,173.5,72,5,7.4
1/23/2020 18:00,17.2,14,3,11,35.2,19.2,85,0,7.2
1/23/2020 18:59,16.2,0,0,0,0,0,91,0,6.8
1/23/2020 20:00,15.1,0,0,0,0,0,93,0,7.8
1/23/2020 21:00,14.1,0,0,0,0,0,95,0,9.3
1/23/2020 21:59,13.7,0,0,0,0,0,95,0,10
1/23/2020 23:00,13.8,0,0,0,0,0,93,58,8.4
1/24/2020,13.5,0,0,0,0,0,94,35,7.6
1/24/2020 0:59,13.3,0,0,0,0,0,96,42,6.6
1/24/2020 2:00,14.1,0,0,0,0,0,96,59,3.3
1/24/2020 3:00,12,0,0,0,0,0,98,65,5.4
1/24/2020 3:59,13.2,0,0,0,0,0,96,56,3.1
1/24/2020 5:00,11.4,0,0,0,0,0,100,100,3
1/24/2020 6:00,12,0,0,0,0,0,99,100,3.4
1/24/2020 6:59,12.1,1,0,1,0,1,99,100,2.5
1/24/2020 8:00,12.9,41,3,38,19.4,42.9,96,100,3.8
1/24/2020 9:00,14.2,142,24,118,67.7,150.5,97,99,4.3
1/24/2020 9:59,17,289,75,214,144.1,310.8,87,70,2.9
1/24/2020 11:00,20.2,497,277,220,431.5,582.3,71,43,2.3
1/24/2020 12:00,22.1,627,476,151,670,770.9,54,59,6.2
1/24/2020 12:59,22.6,557,392,165,543.4,672.9,48,60,8.7
1/24/2020 14:00,22.8,538,368,170,546,651.4,45,49,9.1
1/24/2020 15:00,22.7,458,328,130,573.9,572.6,44,31,9
1/24/2020 15:59,22.2,297,192,105,456.2,380.7,44,0,8.7
1/24/2020 17:00,20.1,134,67,67,288.3,181.2,56,0,5.6
1/24/2020 18:00,17.3,15,4,11,46.1,21.8,62,1,7.4
1/24/2020 18:59,16.8,0,0,0,0,0,64,6,7
1/24/2020 20:00,15.8,0,0,0,0,0,66,12,7.2
1/24/2020 21:00,14.3,0,0,0,0,0,73,5,6.9
1/24/2020 21:59,13.5,0,0,0,0,0,77,4,6.7
1/24/2020 23:00,12.7,0,0,0,0,0,81,2,7.3
1/25/2020,12.7,0,0,0,0,0,82,2,6.5
1/25/2020 0:59,12,0,0,0,0,0,86,2,6.2
1/25/2020 2:00,11.6,0,0,0,0,0,88,1,5.7
1/25/2020 3:00,11.2,0,0,0,0,0,89,0,5.8
1/25/2020 3:59,10.6,0,0,0,0,0,90,0,6.9
1/25/2020 5:00,10,0,0,0,0,0,91,0,7.9
1/25/2020 6:00,9.9,0,0,0,0,0,90,0,6.5
1/25/2020 6:59,10.3,2,0,2,0,1.9,90,0,5.1
1/25/2020 8:00,12.8,78,33,45,211.4,110.8,80,0,5.8
1/25/2020 9:00,16,246,153,93,429.8,321.6,68,0,3.3
1/25/2020 9:59,18.8,419,297,122,568.5,529,57,0,3.4
1/25/2020 11:00,20.5,558,420,138,651.9,692.6,47,0,4.1
1/25/2020 12:00,21.5,640,494,146,692.7,788.1,43,0,4.3
1/25/2020 12:59,22.2,653,504,149,695.8,802.5,41,0,4.6
1/25/2020 14:00,22.5,599,458,141,676.4,741,40,0,5.6
1/25/2020 15:00,22.5,480,352,128,612.5,601.8,40,0,6.3
1/25/2020 15:59,22.1,315,210,105,495.2,405.5,42,0,6.6
1/25/2020 17:00,20.1,137,71,66,301.6,186,54,0,5.4
1/25/2020 18:00,17,16,4,12,45.3,22.6,62,0,7.2
1/25/2020 18:59,16.2,0,0,0,0,0,64,0,8
1/25/2020 20:00,15,0,0,0,0,0,71,0,7.9
1/25/2020 21:00,14.1,0,0,0,0,0,78,0,7.1
1/25/2020 21:59,13.7,0,0,0,0,0,82,0,6.4
1/25/2020 23:00,13.3,0,0,0,0,0,84,0,6.5
1/26/2020,12.7,0,0,0,0,0,88,0,6.8
1/26/2020 0:59,12.3,0,0,0,0,0,89,0,6.7
1/26/2020 2:00,11.8,0,0,0,0,0,91,0,7.6
1/26/2020 3:00,11.2,0,0,0,0,0,92,0,8.8
1/26/2020 3:59,10.7,0,0,0,0,0,92,0,9.3
1/26/2020 5:00,10.3,0,0,0,0,0,93,0,9
1/26/2020 6:00,10.6,0,0,0,0,0,93,0,7
1/26/2020 6:59,10.6,2,0,2,0,1.9,93,0,6.8
1/26/2020 8:00,13.1,78,32,46,203.3,109.1,87,0,4.4
1/26/2020 9:00,16.1,242,144,98,402.7,311.8,76,0,2.4
1/26/2020 9:59,18.8,418,296,122,564.3,526.2,62,0,4.5
1/26/2020 11:00,20.5,554,412,142,637,684.3,52,0,7.3
1/26/2020 12:00,21.5,635,485,150,677.4,778.6,47,4,9.2
1/26/2020 12:59,22.1,637,479,158,658.5,776.9,44,14,10.7
1/26/2020 14:00,22.3,586,428,158,629.1,716.2,43,9,10.8
1/26/2020 15:00,22.2,477,350,127,605.6,596.5,44,1,10.8
1/26/2020 15:59,21.7,314,209,105,489.2,402.6,46,3,10.5
1/26/2020 17:00,20.1,138,71,67,297.8,185.9,54,1,6.9
1/26/2020 18:00,17.5,16,4,12,44.6,22.4,61,2,7.2
1/26/2020 18:59,16.5,0,0,0,0,0,65,1,7.3
1/26/2020 20:00,15.5,0,0,0,0,0,71,0,6.8
1/26/2020 21:00,14.7,0,0,0,0,0,77,2,7.2
1/26/2020 21:59,13.7,0,0,0,0,0,82,1,9.8
1/26/2020 23:00,13.4,0,0,0,0,0,84,0,8.7
1/27/2020,12.9,0,0,0,0,0,87,0,8.9
1/27/2020 0:59,12.6,0,0,0,0,0,87,0,8.1
1/27/2020 2:00,12.2,0,0,0,0,0,88,0,7.7
1/27/2020 3:00,12.5,0,0,0,0,0,86,1,6.2
1/27/2020 3:59,11.3,0,0,0,0,0,90,0,7.1
1/27/2020 5:00,11.3,0,0,0,0,0,89,0,6.4
1/27/2020 6:00,12.7,0,0,0,0,0,85,0,3.5
1/27/2020 6:59,11.6,2,0,2,0,1.9,89,0,4.5
1/27/2020 8:00,13.6,79,33,46,207.9,110.5,82,1,4
1/27/2020 9:00,16.5,245,150,95,417.4,316.9,69,2,2
1/27/2020 9:59,19,412,284,128,539.2,514.1,58,4,3.9
1/27/2020 11:00,20.7,545,396,149,609.9,668.3,51,3,6.2
1/27/2020 12:00,21.7,624,462,162,642.8,758.5,48,2,8.7
1/27/2020 12:59,22.1,583,391,192,535.3,693.7,46,10,10.1
1/27/2020 14:00,22.3,453,213,240,311.6,511.4,45,43,10.4
1/27/2020 15:00,22.5,351,150,201,258.1,396.4,43,30,10.9
1/27/2020 15:59,21.9,243,101,142,234.6,282,46,9,11.2
1/27/2020 17:00,20.3,132,61,71,252.6,171.8,57,2,4.4
1/27/2020 18:00,17.7,17,4,13,43.8,23.2,62,0,8.2
1/27/2020 18:59,17.6,0,0,0,0,0,62,8,6.9
1/27/2020 20:00,15.3,0,0,0,0,0,74,3,8
1/27/2020 21:00,15.2,0,0,0,0,0,76,1,8
1/27/2020 21:59,16.9,0,0,0,0,0,67,1,2.5
1/27/2020 23:00,16.2,0,0,0,0,0,70,0,0.8
1/28/2020,15.6,0,0,0,0,0,72,0,0.8
1/28/2020 0:59,15.2,0,0,0,0,0,74,0,2.5
1/28/2020 2:00,15.4,0,0,0,0,0,73,0,3.8
1/28/2020 3:00,12.3,0,0,0,0,0,87,0,6.5
1/28/2020 3:59,11.8,0,0,0,0,0,89,0,6
1/28/2020 5:00,11.7,0,0,0,0,0,89,0,4.4
1/28/2020 6:00,10.3,0,0,0,0,0,94,0,4.7
1/28/2020 6:59,10.4,2,0,2,0,1.9,94,0,4.3
1/28/2020 8:00,13.5,80,34,46,212.3,111.8,85,0,3.7
1/28/2020 9:00,17.6,248,156,92,431.9,321.9,70,0,1.6
1/28/2020 9:59,20.2,418,298,120,563.4,524.3,60,0,1.8
1/28/2020 11:00,21.8,549,407,142,624.4,674.6,54,0,1.8
1/28/2020 12:00,22.9,629,477,152,661,766.8,50,0,1.1
1/28/2020 12:59,23.7,644,490,154,667.9,784.1,47,1,2.9
1/28/2020 14:00,24,588,440,148,640.6,719,46,1,3.7
1/28/2020 15:00,24.1,472,339,133,580,584.2,46,0,3.1
1/28/2020 15:59,23.9,311,203,108,468.1,394.1,46,0,3.5
1/28/2020 17:00,22.2,138,69,69,282.2,182.3,67,0,4.1
1/28/2020 18:00,20.5,17,4,13,43.1,23,60,0,5.9
1/28/2020 18:59,18.3,0,0,0,0,0,71,0,7.7
1/28/2020 20:00,19.6,0,0,0,0,0,64,0,3.7
1/28/2020 21:00,16.3,0,0,0,0,0,79,0,5.6
1/28/2020 21:59,15.9,0,0,0,0,0,80,0,6
1/28/2020 23:00,15.7,0,0,0,0,0,81,0,6
1/29/2020,15.5,0,0,0,0,0,80,0,6.5
1/29/2020 0:59,15.1,0,0,0,0,0,81,0,6.5
1/29/2020 2:00,14.3,0,0,0,0,0,87,26,6.9
1/29/2020 3:00,14.1,0,0,0,0,0,90,54,6.7
1/29/2020 3:59,14.7,0,0,0,0,0,87,53,4.7
1/29/2020 5:00,14.5,0,0,0,0,0,89,48,5.6
1/29/2020 6:00,14.4,0,0,0,0,0,89,90,4
1/29/2020 6:59,14.6,2,0,2,0,1.9,89,37,6.3
1/29/2020 8:00,16.4,60,21,39,129.9,78.9,81,45,6.8
1/29/2020 9:00,19.3,201,90,111,247.9,240.9,70,99,5.7
1/29/2020 9:59,20.8,260,95,165,178.8,289,63,69,6.6
1/29/2020 11:00,22,371,154,217,235.3,412.3,60,55,8.9
1/29/2020 12:00,22.8,471,317,154,437.5,559.6,59,75,10.6
1/29/2020 12:59,22.9,403,246,157,333.9,469.7,58,44,9.4
1/29/2020 14:00,23.3,420,272,148,394.2,498,57,100,5.4
1/29/2020 15:00,22.5,201,52,149,88.5,213.5,62,47,4.7
1/29/2020 15:59,22.9,230,105,125,240.4,269.9,60,22,6.6
1/29/2020 17:00,21.9,125,55,70,222.2,159,68,6,4.5
1/29/2020 18:00,17.6,17,4,13,42.4,22.8,84,16,7.2
1/29/2020 18:59,17.7,0,0,0,0,0,85,94,7
1/29/2020 20:00,17.8,0,0,0,0,0,84,30,6.1
1/29/2020 21:00,16.8,0,0,0,0,0,89,83,7.6
1/29/2020 21:59,17.1,0,0,0,0,0,87,98,4.3
1/29/2020 23:00,17.6,0,0,0,0,0,84,100,5
1/30/2020,17.7,0,0,0,0,0,84,100,3.3
1/30/2020 0:59,17.8,0,0,0,0,0,84,100,3.7
1/30/2020 2:00,17.4,0,0,0,0,0,87,100,4
1/30/2020 3:00,17.3,0,0,0,0,0,88,100,4.7
1/30/2020 3:59,17.1,0,0,0,0,0,89,100,4.7
1/30/2020 5:00,17.1,0,0,0,0,0,89,100,4
1/30/2020 6:00,16.3,0,0,0,0,0,91,100,3.6
1/30/2020 6:59,16.2,1,0,1,0,1,93,100,7.6
1/30/2020 8:00,17.3,49,13,36,79.6,60,90,96,9.2
1/30/2020 9:00,18.8,134,47,87,128.7,153.5,83,40,7.8
1/30/2020 9:59,21,326,175,151,328,383.9,71,36,6.6
1/30/2020 11:00,22.6,412,229,183,348.5,477.3,67,49,4.9
1/30/2020 12:00,23.7,484,298,186,409.6,564.9,64,56,2.3
1/30/2020 12:59,24.6,476,300,176,405.4,556.8,60,78,2.3
1/30/2020 14:00,24.7,364,169,195,243.7,408.3,61,77,3.9
1/30/2020 15:00,24.2,227,89,138,150.6,252.1,62,64,0.5
1/30/2020 15:59,23.8,211,86,125,195.4,242.3,64,65,1.8
1/30/2020 17:00,22.8,97,32,65,127.7,115.5,82,57,1.6
1/30/2020 18:00,21.4,14,2,12,20.9,16.6,72,70,2.1
1/30/2020 18:59,20.7,0,0,0,0,0,75,40,2.6
1/30/2020 20:00,18.2,0,0,0,0,0,89,34,5.9
1/30/2020 21:00,17.3,0,0,0,0,0,93,11,7.4
1/30/2020 21:59,16.8,0,0,0,0,0,94,3,6.6
1/30/2020 23:00,16.1,0,0,0,0,0,95,3,7.8
1/31/2020,15.7,0,0,0,0,0,95,2,7.7
1/31/2020 0:59,15.6,0,0,0,0,0,96,11,6.5
1/31/2020 2:00,16.2,0,0,0,0,0,96,12,8.5
1/31/2020 3:00,16.3,0,0,0,0,0,97,28,11.5
1/31/2020 3:59,16.1,0,0,0,0,0,97,32,9.4
1/31/2020 5:00,15.9,0,0,0,0,0,97,20,6.8
1/31/2020 6:00,15.8,0,0,0,0,0,97,18,6.3
1/31/2020 6:59,15.8,2,0,2,0,1.9,97,13,4.1
1/31/2020 8:00,17.2,72,23,49,139.5,91.5,91,9,5.4
1/31/2020 9:00,19.4,224,114,110,310.5,273.9,78,70,8.4
1/31/2020 9:59,21.3,361,199,162,371.3,426.2,69,59,9
1/31/2020 11:00,22.5,418,222,196,336.4,479.8,63,66,6.9
1/31/2020 12:00,23.2,477,237,240,324.4,537.3,59,10,6.8
1/31/2020 12:59,24.2,612,430,182,578.6,728.8,55,30,7.5
1/31/2020 14:00,24.5,578,406,172,582.8,693,51,8,8.8
1/31/2020 15:00,24.6,492,350,142,588.9,602.8,46,3,9
1/31/2020 15:59,23.9,315,200,115,451.2,392.4,47,4,11.2
1/31/2020 17:00,22.4,142,68,74,268.2,182.5,56,0,7.2
1/31/2020 18:00,18.5,20,5,15,51.4,26.9,71,0,7.6
1/31/2020 18:59,18.1,0,0,0,0,0,72,0,7.1
1/31/2020 20:00,17.2,0,0,0,0,0,76,0,7.6
1/31/2020 21:00,16.2,0,0,0,0,0,81,0,6.7
1/31/2020 21:59,15.3,0,0,0,0,0,83,0,6.6
1/31/2020 23:00,14.5,0,0,0,0,0,84,0,7.1
2/1/2020,13.5,0,0,0,0,0,87,0,9.4
2/1/2020 0:59,13,0,0,0,0,0,89,1,8.7
2/1/2020 2:00,12.7,0,0,0,0,0,90,0,7.2
2/1/2020 3:00,12.9,0,0,0,0,0,91,0,6.8
2/1/2020 3:59,12.7,0,0,0,0,0,92,0,6.5
2/1/2020 5:00,12.1,0,0,0,0,0,92,0,8.7
2/1/2020 6:00,12.5,0,0,0,0,0,93,0,8
2/1/2020 6:59,12.5,2,0,2,0,1.9,94,0,6.2
2/1/2020 8:00,15.3,85,36,49,216.1,115.7,84,0,5.2
2/1/2020 9:00,18.4,257,160,97,433.3,327.8,73,0,3.3
2/1/2020 9:59,20.9,436,309,127,573.9,540,58,0,2.3
2/1/2020 11:00,22.4,578,435,143,656.4,705.7,48,0,4.3
2/1/2020 12:00,23.4,659,505,154,688.3,798,44,3,6.9
2/1/2020 12:59,24.1,672,515,157,690,812.2,41,0,8.6
2/1/2020 14:00,24.4,617,469,148,670,749.8,40,1,10.9
2/1/2020 15:00,24.2,500,366,134,612.4,614.7,40,7,11.8
2/1/2020 15:59,23.6,333,222,111,497.3,418,42,8,11.8
2/1/2020 17:00,22.1,151,78,73,304.1,196.7,50,1,9.4
2/1/2020 18:00,19.1,21,6,15,60.8,29.1,56,1,8.5
2/1/2020 18:59,17.7,0,0,0,0,0,63,0,7.2
2/1/2020 20:00,16.3,0,0,0,0,0,72,0,6.9
2/1/2020 21:00,15.5,0,0,0,0,0,76,0,6.9
2/1/2020 21:59,15.2,0,0,0,0,0,75,0,7.6
2/1/2020 23:00,14.7,0,0,0,0,0,73,0,7.7
2/2/2020,13.9,0,0,0,0,0,74,0,6.9
2/2/2020 0:59,13.1,0,0,0,0,0,78,0,6.9
2/2/2020 2:00,12.5,0,0,0,0,0,82,0,7.4
2/2/2020 3:00,12.5,0,0,0,0,0,81,0,7
2/2/2020 3:59,12.6,0,0,0,0,0,77,0,7.4
2/2/2020 5:00,11.9,0,0,0,0,0,80,0,7.1
2/2/2020 6:00,12.1,0,0,0,0,0,84,0,6.8
2/2/2020 6:59,11.8,3,0,3,0,2.9,88,0,6.8
2/2/2020 8:00,14.7,86,37,49,219.7,116.9,75,0,4.7
2/2/2020 9:00,17.6,258,160,98,430.8,327.6,65,0,4
2/2/2020 9:59,20.1,438,311,127,574.9,541.2,55,4,6.1
2/2/2020 11:00,21.4,571,422,149,634,692.9,46,10,10.7
2/2/2020 12:00,22.3,631,465,166,631.2,756.5,34,15,12.4
2/2/2020 12:59,22.8,638,460,178,613.7,760.3,30,14,13.6
2/2/2020 14:00,22.9,586,417,169,592.9,701.2,30,13,14.2
2/2/2020 15:00,22.7,483,338,145,562.5,586.6,32,0,13.3
2/2/2020 15:59,22.2,339,227,112,504.9,424.5,34,0,12.2
2/2/2020 17:00,20.5,159,86,73,331.5,208.5,44,0,7.3
2/2/2020 18:00,16.5,23,7,16,69.9,32.2,59,0,9.8
2/2/2020 18:59,16.1,0,0,0,0,0,60,0,8.3
2/2/2020 20:00,15,0,0,0,0,0,66,0,8.9
2/2/2020 21:00,14,0,0,0,0,0,73,0,9.5
2/2/2020 21:59,13.3,0,0,0,0,0,77,0,10.2
2/2/2020 23:00,13.1,0,0,0,0,0,77,0,9.6
2/3/2020,12.3,0,0,0,0,0,78,0,11.1
2/3/2020 0:59,11.7,0,0,0,0,0,79,0,10.1
2/3/2020 2:00,11,0,0,0,0,0,83,0,9.7
2/3/2020 3:00,10.6,0,0,0,0,0,85,0,9.2
2/3/2020 3:59,10.5,0,0,0,0,0,85,0,9
2/3/2020 5:00,10.3,0,0,0,0,0,84,0,9.1
2/3/2020 6:00,9.8,0,0,0,0,0,88,0,9.8
2/3/2020 6:59,9.9,3,0,3,0,2.9,89,0,9.3
2/3/2020 8:00,13.5,90,40,50,234.8,122.6,75,0,6.5
2/3/2020 9:00,16.7,267,169,98,452.3,339.4,64,0,4.7
2/3/2020 9:59,19.3,449,322,127,592.4,554.4,53,0,4.9
2/3/2020 11:00,21.1,593,450,143,673.2,721.7,44,0,5.7
2/3/2020 12:00,22.1,678,526,152,711,819.3,38,0,6.4
2/3/2020 12:59,22.8,694,540,154,717.3,837.5,36,0,7.2
2/3/2020 14:00,23.1,638,491,147,694.9,773.6,34,0,7.8
2/3/2020 15:00,23.1,519,386,133,638.9,636.6,33,0,8.9
2/3/2020 15:59,22.7,351,241,110,532.4,440.5,34,0,9.7
2/3/2020 17:00,20.7,163,89,74,339.2,213.1,46,0,5.7
2/3/2020 18:00,16.3,24,7,17,68.9,32.9,61,0,9.1
2/3/2020 18:59,15.6,0,0,0,0,0,64,0,7.7
2/3/2020 20:00,14.9,0,0,0,0,0,66,0,6.8
2/3/2020 21:00,14.4,0,0,0,0,0,67,0,7.1
