k,coverage_%,avg_conservative_load_kW,avg_actual_load_kW,over_provision_%,label
0.5,79.43968156766688,1.2987207656164466,1.0301362033188917,26.07272333815951,Load (Global σ)
1.0,88.64053888548683,1.5402751541653754,1.0301362033188917,49.521504943027786,Load (Global σ)
1.5,94.04470300061237,1.7818295427143047,1.0301362033188917,72.97028654789612,Load (Global σ)
2.0,96.4482547458665,2.0233839312632336,1.0301362033188917,96.41906815276442,Load (Global σ)
2.5,97.93325168401714,2.2649383198121624,1.0301362033188917,119.8678497576327,Load (Global σ)
