k,coverage_%,avg_conservative_load_kW,avg_actual_load_kW,over_provision_%,label
0.5,79.04164115125536,1.2903682128549656,1.0301362033188917,25.261903105400883,Load (Bucketed σ)
1.0,88.36497244335578,1.5235700486424137,1.0301362033188917,47.899864477510604,Load (Bucketed σ)
1.5,93.17207593386405,1.7567718844298614,1.0301362033188917,70.53782584962025,Load (Bucketed σ)
2.0,96.1879975505205,1.9899737202173096,1.0301362033188917,93.17578722172995,Load (Bucketed σ)
2.5,97.96387017758727,2.2231755560047577,1.0301362033188917,115.81374859383966,Load (Bucketed σ)
