hour_bucket,count,sigma,mean_residual,mean_actual,mean_predicted
Night (0-5),1634,0.26623059475148414,0.0022084395690264366,0.5228053114724602,0.5205968719034337
Morning (6-11),1626,0.48000046202624025,-0.022014787514786374,1.2177615958198031,1.2397763833345896
Afternoon (12-17),1631,0.5114326464003869,-0.05124952894001858,1.0405879066217045,1.091837435561723
Evening (18-23),1641,0.6074957912063365,-0.037041839720658526,1.3390046134247409,1.3760464531453995
